Product name,String ID,GUID,Service plans included,Service plans included (friendly names)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a395,EXCHANGE_ANALYTICS (34c0d7a0-a70f-4668-9238-47f9fc208882),Microsoft MyAnalytics (Full) (34c0d7a0-a70f-4668-9238-47f9fc208882)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a396,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),Microsoft Planner (b737dad2-2f6c-4c65-90e3-ca563267e8b9)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a397,MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff),Microsoft Search (94065c59-bc8e-4e8b-89e5-5138d471eaff)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a398,Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),Microsoft StaffHub (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a399,STREAM_O365_E5 (6c6042f5-6f01-4d67-b8c1-eb99d36eed3e),Microsoft Stream for O365 E5 SKU (6c6042f5-6f01-4d67-b8c1-eb99d36eed3e)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a400,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),Microsoft Teams (57ff2da0-773e-42df-b2af-ffb7a2317929)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a401,MINECRAFT_EDUCATION_EDITION (4c246bbc-f513-4311-beff-eba54c353256),Minecraft Education Edition (4c246bbc-f513-4311-beff-eba54c353256)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a402,INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117),Mobile Device Management for Office 365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a403,EQUIVIO_ANALYTICS (4de31727-a228-4ec3-a5bf-8e45b5ca48cc),Office 365 Advanced eDiscovery (4de31727-a228-4ec3-a5bf-8e45b5ca48cc)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a404,ADALLOM_S_O365 (8c098270-9dd4-4350-9b30-ba4703f3b36b),Office 365 Advanced Security Management (8c098270-9dd4-4350-9b30-ba4703f3b36b)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a405,ATP_ENTERPRISE (f20fedf3-f3c3-43c3-8267-2bfdd51c0939),Office 365 Advanced Threat Protection (Plan 1) (f20fedf3-f3c3-43c3-8267-2bfdd51c0939)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a406,THREAT_INTELLIGENCE (8e0c0a52-6a6c-4d40-8370-dd62790dcd70),Office 365 Advanced Threat Protection (Plan 2) (8e0c0a52-6a6c-4d40-8370-dd62790dcd70)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a407,PAM_ENTERPRISE (b1188c4c-1b36-4018-b48b-ee07604f6feb),Office 365 Privileged Access Management (b1188c4c-1b36-4018-b48b-ee07604f6feb)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a408,OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38),Office 365 ProPlus (43de0ff5-c92c-492b-9116-175376d08c38)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a409,SAFEDOCS (bf6f5520-59e3-4f82-974b-7dbbc4fd27c7),Office 365 SafeDocs (bf6f5520-59e3-4f82-974b-7dbbc4fd27c7)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a410,SHAREPOINTWAC_EDU (e03c7e47-402c-463c-ab25-949079bedb21),Office for the web (Education) (e03c7e47-402c-463c-ab25-949079bedb21)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a411,BI_AZURE_P2 (70d33638-9c74-4d01-bfd3-562de28bd4ba),Power BI Pro (70d33638-9c74-4d01-bfd3-562de28bd4ba)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a412,POWERAPPS_O365_P3 (9c0dab89-a30c-4117-86e7-97bda240acd2),PowerApps for Office 365 Plan 3 (9c0dab89-a30c-4117-86e7-97bda240acd2)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a413,PREMIUM_ENCRYPTION (617b097b-4b93-4ede-83de-5f075bb5fb2f),Premium Encryption in Office 365 (617b097b-4b93-4ede-83de-5f075bb5fb2f)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a414,SCHOOL_DATA_SYNC_P2 (500b6a2a-7a50-4f40-b5f9-160e5b8c2f48),School Data Sync (Plan 2) (500b6a2a-7a50-4f40-b5f9-160e5b8c2f48)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a415,SHAREPOINTENTERPRISE_EDU (63038b2c-28d0-45f6-bc36-33062963b498),SharePoint Plan 2 for EDU (63038b2c-28d0-45f6-bc36-33062963b498)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a416,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),Skype for Business Online (Plan 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a417,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),Sway (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a418,BPOS_S_TODO_3 (3fb82609-8c27-4f7b-bd51-30634711ee67),To-Do (Plan 3) (3fb82609-8c27-4f7b-bd51-30634711ee67)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a419,WHITEBOARD_PLAN3 (4a51bca5-1eff-43f5-878c-177680f191af),Whiteboard (Plan 3) (4a51bca5-1eff-43f5-878c-177680f191af)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a420,Virtualization Rights for Windows 10 (E3/E5+VDA) (e7c91390-7625-45be-94e0-e16907e03118),Windows 10 Enterprise (New) (e7c91390-7625-45be-94e0-e16907e03118)
Microsoft 365 A5 for faculty,M365EDU_A5_FACULTY,e97c048c-37a4-45fb-ab50-922fbf07a421,YAMMER_EDU (2078e8df-cff6-4290-98cb-5408261a760a),Yammer for Academic (2078e8df-cff6-4290-98cb-5408261a760a)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,AAD_BASIC_EDU (1d0f309f-fdf9-4b2a-9ae7-9c48b91f1426),Azure Active Directory Basic for EDU (1d0f309f-fdf9-4b2a-9ae7-9c48b91f1426)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,AAD_PREMIUM (41781fb2-bc02-4b7c-bd55-b576c07bb09d),Azure Active Directory Premium P1 (41781fb2-bc02-4b7c-bd55-b576c07bb09d)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,AAD_PREMIUM_P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998),Azure Active Directory Premium P2 (eec0eb4f-6444-4f95-aba0-50c24d67f998)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,ATA (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f),Azure Advanced Threat Protection (14ab5db5-e6c4-4b20-b4bc-13e36fd2227f)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,RMS_S_PREMIUM (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3),Azure Information Protection Premium P1 (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,RMS_S_PREMIUM2 (5689bec4-755d-4753-8b61-40975025187c),Azure Information Protection Premium P2 (5689bec4-755d-4753-8b61-40975025187c)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),Azure Rights Management (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,LOCKBOX_ENTERPRISE (9f431833-0334-42de-a7dc-70aa40db46db),Customer Lockbox (9f431833-0334-42de-a7dc-70aa40db46db)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,EducationAnalyticsP1 (a9b86446-fa4e-498f-a92a-41b447e03337),Education Analytics (a9b86446-fa4e-498f-a92a-41b447e03337)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,EXCHANGE_S_ENTERPRISE (efb87545-963c-4e0d-99df-69c6916d9eb0),Exchange Online (Plan 2) (efb87545-963c-4e0d-99df-69c6916d9eb0)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,FLOW_O365_P3 (07699545-9485-468e-95b6-2fca3738be01),Flow for Office 365 (07699545-9485-468e-95b6-2fca3738be01)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,INFORMATION_BARRIERS (c4801e8a-cb58-4c35-aca6-f2dcc106f287),Information Barriers (c4801e8a-cb58-4c35-aca6-f2dcc106f287)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,MIP_S_CLP2 (efb0351d-3b08-4503-993d-383af8de41e3),Information Protection for Office 365 - Premium (efb0351d-3b08-4503-993d-383af8de41e3)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,MIP_S_CLP1 (5136a095-5cf0-4aff-bec3-e84448b38ea5),Information Protection for Office 365 - Standard (5136a095-5cf0-4aff-bec3-e84448b38ea5)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,INTUNE_EDU (da24caf9-af8e-485c-b7c8-e73336da2693),Intune for Education (da24caf9-af8e-485c-b7c8-e73336da2693)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,M365_ADVANCED_AUDITING (2f442157-a11c-46b9-ae5b-6e39ff4e5849),Microsoft 365 Advanced Auditing (2f442157-a11c-46b9-ae5b-6e39ff4e5849)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,MCOMEETADV (3e26ee1f-8a5f-4d52-aee2-b81ce45c8f40),Microsoft 365 Audio Conferencing (3e26ee1f-8a5f-4d52-aee2-b81ce45c8f40)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,MCOEV (4828c8ec-dc2e-4779-b502-87ac9ce28ab7),Microsoft 365 Phone System (4828c8ec-dc2e-4779-b502-87ac9ce28ab7)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,MFA_PREMIUM (8a256a2b-b617-496d-b51b-e76466e88db0),Microsoft Azure Multi-Factor Authentication (8a256a2b-b617-496d-b51b-e76466e88db0)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,MICROSOFTBOOKINGS (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2),Microsoft Bookings (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,ADALLOM_S_STANDALONE (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2),Microsoft Cloud App Security (2e2ddb96-6af9-4b1d-a3f0-d6ecfd22edb2)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,WINDEFATP (871d91ec-ec1a-452b-a83f-bd76c7d770ef),Microsoft Defender Advanced Threat Protection (871d91ec-ec1a-452b-a83f-bd76c7d770ef)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,OFFICE_FORMS_PLAN_3 (96c1e14a-ef43-418d-b115-9636cdaa8eed),Microsoft Forms (Plan 3) (96c1e14a-ef43-418d-b115-9636cdaa8eed)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),Microsoft Intune (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,KAIZALA_STANDALONE (0898bdbb-73b0-471a-81e5-20f1fe4dd66e),Microsoft Kaizala (0898bdbb-73b0-471a-81e5-20f1fe4dd66e)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,EXCHANGE_ANALYTICS (34c0d7a0-a70f-4668-9238-47f9fc208882),Microsoft MyAnalytics (Full) (34c0d7a0-a70f-4668-9238-47f9fc208882)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),Microsoft Planner (b737dad2-2f6c-4c65-90e3-ca563267e8b9)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,MICROSOFT_SEARCH (94065c59-bc8e-4e8b-89e5-5138d471eaff),Microsoft Search (94065c59-bc8e-4e8b-89e5-5138d471eaff)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),Microsoft StaffHub (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,STREAM_O365_E5 (6c6042f5-6f01-4d67-b8c1-eb99d36eed3e),Microsoft Stream for O365 E5 SKU (6c6042f5-6f01-4d67-b8c1-eb99d36eed3e)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,TEAMS1 (57ff2da0-773e-42df-b2af-ffb7a2317929),Microsoft Teams (57ff2da0-773e-42df-b2af-ffb7a2317929)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,MINECRAFT_EDUCATION_EDITION (4c246bbc-f513-4311-beff-eba54c353256),Minecraft Education Edition (4c246bbc-f513-4311-beff-eba54c353256)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,INTUNE_O365 (882e1d05-acd1-4ccb-8708-6ee03664b117),Mobile Device Management for Office 365 (882e1d05-acd1-4ccb-8708-6ee03664b117)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,EQUIVIO_ANALYTICS (4de31727-a228-4ec3-a5bf-8e45b5ca48cc),Office 365 Advanced eDiscovery (4de31727-a228-4ec3-a5bf-8e45b5ca48cc)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,ADALLOM_S_O365 (8c098270-9dd4-4350-9b30-ba4703f3b36b),Office 365 Advanced Security Management (8c098270-9dd4-4350-9b30-ba4703f3b36b)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,ATP_ENTERPRISE (f20fedf3-f3c3-43c3-8267-2bfdd51c0939),Office 365 Advanced Threat Protection (Plan 1)(f20fedf3-f3c3-43c3-8267-2bfdd51c0939)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,THREAT_INTELLIGENCE (8e0c0a52-6a6c-4d40-8370-dd62790dcd70),Office 365 Advanced Threat Protection (Plan 2) (8e0c0a52-6a6c-4d40-8370-dd62790dcd70)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,PAM_ENTERPRISE (b1188c4c-1b36-4018-b48b-ee07604f6feb),Office 365 Privileged Access Management (b1188c4c-1b36-4018-b48b-ee07604f6feb)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,OFFICESUBSCRIPTION (43de0ff5-c92c-492b-9116-175376d08c38),Office 365 ProPlus (43de0ff5-c92c-492b-9116-175376d08c38)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,SAFEDOCS (bf6f5520-59e3-4f82-974b-7dbbc4fd27c7),Office 365 SafeDocs (bf6f5520-59e3-4f82-974b-7dbbc4fd27c7)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,SHAREPOINTWAC_EDU (e03c7e47-402c-463c-ab25-949079bedb21),Office for the web (Education) (e03c7e47-402c-463c-ab25-949079bedb21)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,BI_AZURE_P2 (70d33638-9c74-4d01-bfd3-562de28bd4ba),Power BI Pro (70d33638-9c74-4d01-bfd3-562de28bd4ba)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,POWERAPPS_O365_P3 (9c0dab89-a30c-4117-86e7-97bda240acd2),PowerApps for Office 365 Plan 3 (9c0dab89-a30c-4117-86e7-97bda240acd2)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,PREMIUM_ENCRYPTION (617b097b-4b93-4ede-83de-5f075bb5fb2f),Premium Encryption in Office 365 (617b097b-4b93-4ede-83de-5f075bb5fb2f)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,SCHOOL_DATA_SYNC_P2 (500b6a2a-7a50-4f40-b5f9-160e5b8c2f48),School Data Sync (Plan 2) (500b6a2a-7a50-4f40-b5f9-160e5b8c2f48)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,SHAREPOINTENTERPRISE_EDU (63038b2c-28d0-45f6-bc36-33062963b498),SharePoint Plan 2 for EDU (63038b2c-28d0-45f6-bc36-33062963b498)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),Skype for Business Online (Plan 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),Sway (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,BPOS_S_TODO_3 (3fb82609-8c27-4f7b-bd51-30634711ee67),To-Do (Plan 3) (3fb82609-8c27-4f7b-bd51-30634711ee67)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,WHITEBOARD_PLAN3 (4a51bca5-1eff-43f5-878c-177680f191af),Whiteboard (Plan 3) (4a51bca5-1eff-43f5-878c-177680f191af)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,Virtualization Rights for Windows 10 (E3/E5+VDA) (e7c91390-7625-45be-94e0-e16907e03118),Windows 10 Enterprise (New) (e7c91390-7625-45be-94e0-e16907e03118)
Microsoft 365 A5 for students,M365EDU_A5_STUDENT,46c119d4-0379-4a9d-85e4-97c66d3f909e,YAMMER_EDU (2078e8df-cff6-4290-98cb-5408261a760a),Yammer for Academic (2078e8df-cff6-4290-98cb-5408261a760a)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d46,AAD_SMB (de377cbc-0019-4ec2-b77c-3f223947e102),AZURE ACTIVE DIRECTORY (de377cbc-0019-4ec2-b77c-3f223947e102)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d47,BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c),BPOS_S_TODO_1 (5e62787c-c316-451f-b873-1d05acd4d12c)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d48,Deskless (8c7d2df8-86f0-4902-b2ed-a0458298f3b3),MICROSOFT STAFFHUB (8c7d2df8-86f0-4902-b2ed-a0458298f3b3)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d49,EXCHANGE_S_ARCHIVE_ADDON (176a09a6-7ec5-4039-ac02-b2791c6ba793),EXCHANGE ONLINE ARCHIVING FOR EXCHANGE ONLINE (176a09a6-7ec5-4039-ac02-b2791c6ba793)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d50,EXCHANGE_S_STANDARD (9aaf7827-d63c-4b61-89c3-182f06f82e5c),EXCHANGE ONLINE (PLAN 1) (9aaf7827-d63c-4b61-89c3-182f06f82e5c)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d51,FLOW_O365_P1 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4),FLOW FOR OFFICE 365 (0f9b09cb-62d1-4ff4-9129-43f4996f83f4)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d52,FORMS_PLAN_E1 (159f4cd6-e380-449f-a816-af1a9ef76344),MICROSOFT FORMS (PLAN E1) (159f4cd6-e380-449f-a816-af1a9ef76344)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d53,INTUNE_A (c1ec4a95-1f05-45b3-a911-aa3fa01094f5),MICROSOFT INTUNE (c1ec4a95-1f05-45b3-a911-aa3fa01094f5)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d54,INTUNE_SMBIZ (8e9ff0ff-aa7a-4b20-83c1-2f636b600ac2),INTUNE_SMBIZ (8e9ff0ff-aa7a-4b20-83c1-2f636b600ac2)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d55,MCOSTANDARD (0feaeb32-d00e-4d66-bd5a-43b5b83db82c),SKYPE FOR BUSINESS ONLINE (PLAN 2) (0feaeb32-d00e-4d66-bd5a-43b5b83db82c)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d56,MICROSOFTBOOKINGS (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2),MICROSOFTBOOKINGS (199a5c09-e0ca-4e37-8f7c-b05d533e1ea2)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d57,O365_SB_Relationship_Management (5bfe124c-bbdc-4494-8835-f1297d457d79),OUTLOOK CUSTOMER MANAGER (5bfe124c-bbdc-4494-8835-f1297d457d79)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d58,OFFICE_BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1),OFFICE 365 BUSINESS (094e7854-93fc-4d55-b2c0-3ab5369ebdc1)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d59,POWERAPPS_O365_P1 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c),POWERAPPS FOR OFFICE 365 (92f7a6f3-b89b-4bbd-8c30-809e6da5ad1c)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d60,PROJECTWORKMANAGEMENT (b737dad2-2f6c-4c65-90e3-ca563267e8b9),MICROSOFT PLANNER(b737dad2-2f6c-4c65-90e3-ca563267e8b9)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d61,RMS_S_ENTERPRISE (bea4c11e-220a-4e6d-8eb8-8ea15d019f90),MICROSOFT AZURE ACTIVE DIRECTORY RIGHTS (bea4c11e-220a-4e6d-8eb8-8ea15d019f90)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d62,RMS_S_PREMIUM (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3),AZURE INFORMATION PROTECTION PREMIUM P1 (6c57d4b6-3b23-47a5-9bc9-69f17b4947b3)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d63,SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1),SHAREPOINTSTANDARD (c7699d2e-19aa-44de-8edf-1736da088ca1)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d64,SHAREPOINTWAC (e95bec33-7c88-4a70-8e19-b10bd9d0c014),OFFICE ONLINE (e95bec33-7c88-4a70-8e19-b10bd9d0c014)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d65,STREAM_O365_E1 (743dd19e-1ce3-4c62-a3ad-49ba8f63a2f6),MICROSOFT STREAM FOR O365 E1 SKU (743dd19e-1ce3-4c62-a3ad-49ba8f63a2f6)
MICROSOFT 365 BUSINESS,SPB,cbdc14ab-d96c-4c30-b9f4-6ada7cdc1d66,SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97),SWAY (a23b959c-7ce8-4e57-9140-b90eb88a9e97)
